,House_age,Remodeled,YearRemodAdd,YearBuilt,TotRmsAbvGrd,FullBath,1stFlrSF,TotalBsmtSF,GarageArea,GarageCars,TotalSF,OverallQual,Neighborhood,BsmtQual,HeatingQC,KitchenQual,GarageFinish,GarageType,SaleType,SalePrice
994,3,2,2007,2006,7,2,1718,1700.0,786.0,3.0,1718,10,NridgHt,Ex,Ex,Ex,Fin,Attchd,WD,337500.0
995,60,56,1950,1946,5,1,774,747.0,305.0,1.0,1230,4,BrkSide,TA,TA,TA,Unf,Detchd,WD,121600.0
996,45,45,1961,1961,6,1,1050,1050.0,368.0,1.0,1050,5,NAmes,TA,TA,TA,Unf,Attchd,COD,136500.0
997,39,39,1970,1970,6,2,1442,1442.0,615.0,2.0,1442,6,NWAmes,TA,TA,TA,RFn,Attchd,WD,185000.0
998,84,56,1950,1922,6,1,1077,1007.0,210.0,1.0,1077,3,IDOTRR,TA,Fa,TA,Unf,Detchd,WD,91000.0
999,4,4,2006,2006,6,2,1208,1187.0,632.0,2.0,1208,7,CollgCr,Gd,Ex,Gd,RFn,Attchd,WD,206000.0
1000,57,57,1952,1952,4,1,944,0.0,528.0,2.0,944,3,Edwards,None,Fa,Fa,Unf,Detchd,WD,82000.0
1001,87,57,1950,1920,4,1,691,691.0,216.0,1.0,691,5,OldTown,Fa,Ex,Ex,Unf,Detchd,WD,86000.0
1002,2,2,2006,2006,7,2,1574,1574.0,824.0,3.0,1574,8,Somerst,Gd,Ex,Gd,RFn,Attchd,WD,232000.0
1003,31,31,1976,1976,8,2,1680,1680.0,528.0,2.0,1680,5,NWAmes,TA,Fa,TA,Unf,Detchd,WD,136905.0
1004,4,3,2006,2005,7,2,1504,1346.0,457.0,2.0,1504,7,Blmngtn,Gd,Ex,Gd,Fin,Attchd,WD,181000.0
1005,31,31,1977,1977,6,2,985,985.0,328.0,1.0,985,5,CollgCr,Gd,TA,TA,Unf,Attchd,WD,149900.0
1006,37,37,1970,1970,7,2,1657,1657.0,484.0,2.0,1657,6,NAmes,Gd,Gd,TA,Unf,Attchd,WD,163500.0
1007,39,39,1970,1970,6,1,546,546.0,286.0,1.0,1092,4,MeadowV,TA,TA,TA,RFn,Attchd,WD,88000.0
1008,5,4,2005,2004,7,2,1710,1710.0,550.0,2.0,1710,7,Mitchel,Ex,Ex,Gd,Fin,Attchd,WD,240000.0
1009,80,56,1950,1926,7,2,1008,1008.0,0.0,0.0,1008,5,SWISU,TA,Ex,TA,Unf,Unbuilt,WD,102000.0
1010,60,58,1950,1948,7,2,720,720.0,312.0,1.0,1271,5,Sawyer,TA,TA,TA,Unf,Attchd,WD,135000.0
1011,45,45,1965,1965,8,2,1664,0.0,0.0,0.0,1664,5,Edwards,None,TA,TA,Unf,Unbuilt,WD,100000.0
1012,84,11,1996,1923,7,1,900,602.0,180.0,1.0,1502,6,Crawfor,TA,TA,Gd,Unf,Detchd,WD,165000.0
1013,99,3,2006,1910,4,1,1022,1022.0,280.0,1.0,1022,5,OldTown,TA,TA,TA,Unf,Detchd,WD,85000.0
1014,59,57,1950,1948,5,1,1082,1082.0,240.0,1.0,1082,6,NAmes,TA,TA,TA,Unf,Detchd,WD,119200.0
1015,8,8,2001,2001,6,2,810,810.0,528.0,2.0,1665,8,NWAmes,Gd,Ex,Gd,Fin,Attchd,WD,227000.0
1016,13,13,1996,1996,6,2,1504,1504.0,478.0,2.0,1504,7,CollgCr,Gd,Ex,Gd,Fin,Attchd,WD,203000.0
1017,25,25,1984,1984,4,1,1360,1220.0,565.0,2.0,1360,8,StoneBr,Gd,Gd,Gd,RFn,Attchd,COD,187500.0
1018,16,15,1992,1991,7,2,802,384.0,402.0,2.0,1472,7,Gilbert,Gd,Gd,Gd,RFn,Attchd,WD,160000.0
1019,1,1,2005,2005,6,2,1506,1362.0,440.0,2.0,1506,7,Blmngtn,Gd,Ex,Gd,Fin,Attchd,WD,213490.0
1020,3,3,2005,2005,5,1,1132,1132.0,451.0,2.0,1132,4,Edwards,Gd,Ex,Gd,Fin,Attchd,WD,176000.0
1021,0,0,2006,2006,6,2,1220,1199.0,632.0,2.0,1220,7,CollgCr,Gd,Ex,Gd,RFn,Attchd,New,194000.0
1022,77,57,1950,1930,6,1,912,912.0,160.0,1.0,1248,5,OldTown,TA,Gd,TA,Unf,Detchd,WD,87000.0
1023,3,2,2006,2005,7,2,1504,1346.0,437.0,2.0,1504,7,Blmngtn,Gd,Ex,Gd,Fin,Attchd,WD,191000.0
1024,32,32,1976,1976,10,2,2898,1565.0,665.0,2.0,2898,8,Timber,Gd,TA,Gd,Fin,Attchd,COD,287000.0
1025,35,35,1972,1972,5,1,882,882.0,461.0,2.0,882,5,CollgCr,TA,TA,TA,Unf,Detchd,WD,112500.0
1026,50,50,1960,1960,6,1,1264,1268.0,461.0,2.0,1264,5,NAmes,TA,TA,TA,Unf,Attchd,WD,167500.0
1027,1,0,2008,2007,7,2,1646,1638.0,800.0,3.0,1646,8,Timber,Gd,Ex,Gd,RFn,Attchd,New,293077.0
1028,66,57,1950,1941,6,1,968,768.0,240.0,1.0,1376,5,NAmes,TA,TA,TA,Unf,Attchd,WD,105000.0
1029,34,34,1972,1972,7,1,672,672.0,264.0,1.0,1218,6,BrDale,TA,Gd,TA,Unf,Detchd,WD,118000.0
1030,90,11,1995,1916,10,2,948,686.0,0.0,0.0,1928,5,SWISU,TA,Gd,TA,Unf,Unbuilt,WD,160000.0
1031,89,39,1970,1920,12,2,1687,824.0,672.0,2.0,2685,7,SWISU,TA,Ex,TA,Fin,Basment,WD,197000.0
1032,13,13,1993,1993,10,2,1352,1338.0,796.0,3.0,2520,8,NoRidge,Gd,Ex,Gd,RFn,Attchd,WD,310000.0
1033,4,4,2002,2002,6,2,1654,1654.0,900.0,3.0,1654,7,CollgCr,Gd,Ex,Gd,Unf,Attchd,WD,230000.0
1034,69,57,1950,1938,5,1,954,920.0,240.0,1.0,954,5,Crawfor,Fa,Ex,Fa,Unf,Basment,WD,119750.0
1035,52,52,1957,1957,5,1,845,0.0,290.0,1.0,845,4,Edwards,None,Ex,TA,Unf,Detchd,WD,84000.0
1036,2,1,2008,2007,6,2,1620,1620.0,912.0,3.0,1620,9,Timber,Ex,Ex,Ex,Fin,Attchd,WD,315500.0
1037,7,6,2002,2001,7,2,1055,1055.0,905.0,2.0,2263,8,CollgCr,Gd,Ex,Gd,Fin,BuiltIn,WD,287000.0
1038,39,1,2008,1970,6,1,798,546.0,0.0,0.0,1344,4,MeadowV,TA,TA,TA,Unf,Unbuilt,WD,97000.0
1039,39,39,1970,1970,3,1,630,630.0,286.0,1.0,630,4,MeadowV,Gd,TA,TA,Unf,Attchd,WD,80000.0
1040,49,6,2000,1957,8,2,1803,1134.0,484.0,2.0,1803,5,Sawyer,TA,Ex,TA,RFn,Attchd,WD,155000.0
1041,42,8,2000,1966,7,1,800,800.0,484.0,2.0,1632,6,NWAmes,TA,Gd,Gd,Unf,Attchd,WD,173000.0
1042,4,4,2005,2005,5,2,1306,1306.0,624.0,2.0,1306,6,NridgHt,Gd,Ex,Gd,RFn,Attchd,WD,196000.0
1043,18,18,1990,1990,10,2,1532,1475.0,514.0,2.0,2329,7,SawyerW,Gd,Ex,Gd,Unf,Attchd,WD,262280.0
1044,28,28,1981,1981,9,2,2524,2524.0,542.0,2.0,2524,8,NWAmes,Gd,TA,Gd,Fin,Attchd,WD,278000.0
1045,54,54,1955,1955,8,2,1733,0.0,452.0,2.0,1733,3,Edwards,None,Ex,TA,Unf,Attchd,WD,139600.0
1046,1,0,2006,2005,11,3,1992,1992.0,716.0,3.0,2868,9,StoneBr,Ex,Ex,Ex,Fin,BuiltIn,New,556581.0
1047,14,13,1995,1994,5,1,990,990.0,672.0,2.0,990,5,CollgCr,Gd,Ex,TA,Unf,Detchd,WD,145000.0
1048,49,3,2006,1960,9,1,1771,0.0,336.0,2.0,1771,5,Mitchel,None,TA,TA,Unf,Attchd,WD,115000.0
1049,64,4,2006,1946,6,1,930,0.0,308.0,1.0,930,4,Edwards,None,Ex,Gd,Unf,Detchd,WD,84900.0
1050,0,0,2007,2007,6,2,1302,1302.0,436.0,2.0,1302,7,Gilbert,Gd,Ex,Gd,Fin,Attchd,New,176485.0
1051,0,0,2007,2007,6,2,1316,1316.0,440.0,2.0,1316,7,CollgCr,Gd,Ex,Gd,Fin,Attchd,New,200141.0
1052,43,29,1978,1964,9,1,1127,816.0,540.0,2.0,1977,6,NAmes,TA,TA,TA,RFn,Attchd,WD,165000.0
1053,53,8,2002,1957,7,1,1526,1216.0,364.0,1.0,1526,5,Edwards,TA,Ex,TA,Unf,Basment,WD,144500.0
1054,4,4,2002,2002,7,2,1091,1065.0,586.0,2.0,1989,8,CollgCr,Gd,Ex,Gd,Fin,Attchd,WD,255000.0
1055,32,32,1976,1976,7,2,1523,1193.0,478.0,2.0,1523,6,NWAmes,Gd,TA,TA,Fin,Attchd,COD,180000.0
1056,1,1,2005,2005,6,2,1364,1364.0,484.0,2.0,1364,7,NridgHt,Gd,Ex,Gd,RFn,Attchd,WD,185850.0
1057,15,15,1994,1994,7,2,979,973.0,467.0,2.0,1850,7,NoRidge,Gd,Ex,Gd,Fin,BuiltIn,WD,248000.0
1058,1,1,2008,2008,10,2,1130,1104.0,836.0,3.0,2184,9,NridgHt,Ex,Ex,Ex,Fin,Attchd,WD,335000.0
1059,75,57,1950,1932,7,1,1096,854.0,432.0,2.0,1991,6,Crawfor,TA,TA,TA,Unf,Detchd,WD,220000.0
1060,9,9,2001,2001,6,2,1338,1338.0,582.0,2.0,1338,8,StoneBr,Gd,Ex,Gd,Fin,Attchd,WD,213500.0
1061,73,58,1950,1935,6,1,894,894.0,1248.0,3.0,894,3,IDOTRR,TA,TA,TA,RFn,Detchd,ConLD,81000.0
1062,107,57,1950,1900,10,2,1422,662.0,560.0,2.0,2337,5,OldTown,TA,TA,TA,Unf,Detchd,WD,90000.0
1063,81,26,1980,1925,5,1,1103,1103.0,440.0,2.0,1103,6,OldTown,TA,Gd,Gd,Unf,Detchd,WD,110500.0
1064,43,43,1966,1966,6,1,1154,1154.0,480.0,2.0,1154,5,NAmes,TA,Ex,TA,RFn,Attchd,WD,154000.0
1065,14,13,1997,1996,7,2,1306,1306.0,533.0,2.0,2260,7,ClearCr,Ex,Ex,Gd,RFn,Attchd,WD,328000.0
1066,16,15,1994,1993,7,2,799,799.0,380.0,2.0,1571,6,Gilbert,Gd,Gd,TA,RFn,Attchd,WD,178000.0
1067,44,44,1964,1964,7,1,798,780.0,442.0,2.0,1611,6,NAmes,TA,TA,TA,RFn,Attchd,WD,167900.0
1068,33,33,1973,1973,10,2,1291,942.0,576.0,2.0,2521,6,MeadowV,Gd,Gd,TA,Fin,Attchd,WD,151400.0
1069,58,4,2003,1949,4,1,893,845.0,576.0,2.0,893,5,NAmes,TA,TA,Gd,Unf,Detchd,WD,135000.0
1070,51,51,1956,1956,6,1,1048,1048.0,286.0,1.0,1048,5,NAmes,TA,TA,TA,Unf,Attchd,WD,135000.0
1071,41,41,1968,1968,8,1,829,727.0,441.0,2.0,1556,6,NWAmes,TA,Ex,TA,Unf,Attchd,WD,154000.0
1072,58,56,1950,1948,7,1,1002,810.0,280.0,1.0,1456,5,Edwards,Fa,Fa,TA,Unf,Detchd,WD,91500.0
1073,32,32,1977,1977,6,1,698,690.0,440.0,2.0,1426,6,Edwards,TA,TA,TA,Fin,Attchd,WD,159500.0
1074,1,1,2006,2006,5,2,1240,1240.0,826.0,3.0,1240,7,CollgCr,Gd,Ex,Gd,RFn,Attchd,WD,194000.0
1075,67,23,1984,1940,6,1,960,800.0,240.0,1.0,1740,7,Crawfor,TA,TA,TA,Unf,Attchd,CWD,219500.0
1076,70,17,1989,1936,7,2,1096,796.0,566.0,2.0,1466,5,OldTown,Fa,Gd,Gd,Unf,Attchd,WD,170000.0
1077,37,37,1969,1969,6,1,1096,1096.0,299.0,1.0,1096,5,NAmes,TA,Ex,TA,Fin,Attchd,WD,138800.0
1078,2,2,2004,2004,3,1,848,848.0,420.0,2.0,848,6,CollgCr,Gd,Ex,Gd,RFn,Attchd,WD,155900.0
1079,13,13,1994,1994,5,1,990,990.0,299.0,1.0,990,5,CollgCr,Gd,Gd,TA,Unf,Attchd,WD,126000.0
1080,37,4,2004,1971,5,2,1258,1258.0,528.0,2.0,1258,6,NWAmes,TA,Ex,Gd,RFn,Attchd,COD,145000.0
1081,47,47,1963,1963,5,1,1040,1040.0,308.0,1.0,1040,5,Sawyer,TA,Fa,TA,Fin,Attchd,WD,133000.0
1082,5,5,2002,2002,6,2,1459,1459.0,527.0,2.0,1459,7,CollgCr,Gd,Ex,Gd,RFn,Attchd,WD,192000.0
1083,42,42,1964,1964,6,1,1251,1251.0,461.0,1.0,1251,6,NAmes,TA,TA,TA,RFn,Attchd,WD,160000.0
1084,11,10,1996,1995,6,2,691,691.0,409.0,2.0,1498,6,Gilbert,Gd,Gd,TA,Fin,Attchd,WD,187500.0
1085,18,18,1992,1992,5,1,996,936.0,564.0,2.0,996,6,SawyerW,Gd,Ex,Gd,Unf,Attchd,WD,147000.0
1086,37,37,1973,1973,6,1,546,546.0,286.0,1.0,1092,4,MeadowV,TA,TA,TA,RFn,Attchd,WD,83500.0
1087,4,3,2006,2005,9,2,1082,1082.0,1043.0,3.0,1953,8,Somerst,Gd,Ex,Gd,RFn,Attchd,WD,252000.0
1088,2,2,2004,2004,7,2,970,970.0,380.0,2.0,1709,7,Edwards,Gd,Ex,Gd,Unf,Detchd,WD,137500.0
1089,1,1,2005,2005,4,1,1247,1247.0,550.0,2.0,1247,8,Somerst,Gd,Ex,Gd,Fin,Attchd,WD,197000.0
1090,59,59,1950,1950,6,2,1040,0.0,400.0,2.0,1040,3,NAmes,None,Fa,TA,Unf,Detchd,WD,92900.0
1091,9,8,2000,1999,4,2,624,600.0,462.0,2.0,1252,7,Somerst,Gd,Ex,Gd,Unf,Detchd,WD,160000.0
1092,83,58,1950,1925,7,2,1390,1181.0,576.0,2.0,1694,6,SWISU,TA,Fa,TA,Unf,Detchd,WD,136500.0
1093,41,8,1998,1965,6,1,1200,864.0,884.0,2.0,1200,5,NAmes,TA,Gd,Gd,Unf,Detchd,WD,146000.0
1094,54,10,2000,1956,4,1,936,936.0,308.0,1.0,936,5,NAmes,TA,Ex,TA,Fin,Attchd,WD,129000.0
1095,1,1,2006,2006,6,2,1314,1314.0,440.0,2.0,1314,6,CollgCr,Gd,Gd,Gd,RFn,Attchd,WD,176432.0
1096,93,1,2006,1914,7,1,773,684.0,0.0,0.0,1355,6,IDOTRR,TA,TA,Gd,Unf,Unbuilt,WD,127000.0
1097,21,21,1986,1986,5,1,1088,1074.0,461.0,2.0,1088,8,StoneBr,Gd,Ex,Gd,RFn,Attchd,WD,170000.0
1098,73,59,1950,1936,6,1,757,672.0,240.0,1.0,1324,4,BrkSide,TA,TA,TA,Unf,Detchd,WD,128000.0
1099,31,31,1978,1978,7,2,1601,1271.0,478.0,2.0,1601,7,NWAmes,Gd,TA,TA,RFn,Attchd,COD,157000.0
1100,89,59,1950,1920,3,1,438,290.0,246.0,1.0,438,2,SWISU,TA,TA,Fa,Unf,Detchd,WD,60000.0
1101,36,36,1971,1971,5,1,950,950.0,280.0,1.0,950,5,NAmes,TA,TA,TA,Unf,Detchd,WD,119500.0
1102,47,5,2002,1960,6,1,1134,1010.0,254.0,1.0,1134,5,NAmes,TA,Ex,TA,RFn,Attchd,WD,135000.0
1103,47,47,1959,1959,6,1,1194,655.0,539.0,2.0,1194,6,NAmes,TA,Ex,TA,Fin,BuiltIn,WD,159500.0
1104,37,37,1970,1970,6,2,630,630.0,440.0,2.0,1302,5,BrDale,TA,TA,TA,Unf,Detchd,WD,106000.0
1105,16,15,1995,1994,9,2,1500,1463.0,712.0,2.0,2622,8,NoRidge,Ex,Ex,Gd,RFn,Attchd,WD,325000.0
1106,17,16,1991,1990,6,2,1442,910.0,719.0,2.0,1442,7,SawyerW,Gd,Gd,Gd,Fin,Attchd,WD,179900.0
1107,0,0,2006,2006,9,2,887,868.0,422.0,2.0,2021,7,Gilbert,Ex,Ex,Gd,RFn,BuiltIn,New,274725.0
1108,7,7,2000,2000,7,2,948,924.0,463.0,2.0,1690,6,Gilbert,Gd,Ex,TA,RFn,Attchd,WD,181000.0
1109,5,4,2005,2004,7,2,1836,1836.0,862.0,3.0,1836,8,NridgHt,Ex,Ex,Gd,Fin,Attchd,WD,280000.0
1110,13,12,1996,1995,8,2,773,773.0,431.0,2.0,1658,6,Gilbert,Gd,Gd,TA,Fin,Attchd,WD,188000.0
1111,32,32,1976,1976,8,2,1098,803.0,483.0,2.0,1964,7,NWAmes,TA,TA,TA,RFn,Attchd,WD,205000.0
1112,49,49,1957,1957,5,1,816,816.0,308.0,1.0,816,5,NAmes,TA,TA,TA,Unf,Detchd,WD,129900.0
1113,54,1,2006,1953,6,1,1008,1008.0,240.0,1.0,1008,5,NAmes,TA,Gd,Gd,Unf,Attchd,WD,134500.0
1114,52,6,2000,1954,4,1,833,833.0,326.0,1.0,833,5,OldTown,TA,Ex,Gd,Unf,Detchd,WD,117000.0
1115,0,0,2007,2007,7,2,1734,1734.0,928.0,3.0,1734,8,NridgHt,Ex,Ex,Ex,RFn,Attchd,New,318000.0
1116,7,7,2002,2002,7,2,779,408.0,527.0,2.0,1419,8,Gilbert,Gd,Ex,Gd,Fin,BuiltIn,WD,184100.0
1117,41,5,2003,1967,5,1,894,894.0,450.0,2.0,894,5,Sawyer,TA,Ex,Gd,RFn,Attchd,WD,130000.0
1118,50,21,1987,1958,6,1,1021,533.0,300.0,1.0,1601,5,Sawyer,TA,TA,TA,RFn,BuiltIn,WD,140000.0
1119,47,47,1959,1959,6,1,1040,1040.0,286.0,1.0,1040,5,NAmes,TA,TA,TA,RFn,Attchd,WD,133700.0
1120,87,57,1950,1920,6,1,1012,1012.0,308.0,1.0,1012,6,IDOTRR,TA,TA,TA,Unf,Detchd,WD,118400.0
1121,1,0,2006,2005,7,2,1552,1552.0,782.0,3.0,1552,7,CollgCr,Gd,Ex,Gd,RFn,Attchd,New,212900.0
1122,53,53,1956,1956,5,1,960,672.0,288.0,1.0,960,4,Edwards,TA,Ex,TA,Unf,Basment,COD,112000.0
1123,62,1,2008,1947,4,1,698,698.0,0.0,0.0,698,5,Edwards,TA,Ex,TA,Unf,Unbuilt,WD,118000.0
1124,15,15,1992,1992,7,2,812,384.0,392.0,2.0,1482,7,Gilbert,Gd,Gd,Gd,Fin,Attchd,WD,163900.0
1125,54,54,1955,1955,5,1,1005,1005.0,672.0,2.0,1005,4,NAmes,TA,TA,Fa,Unf,Detchd,WD,115000.0
1126,2,2,2007,2007,7,2,1555,1373.0,660.0,3.0,1555,7,Blmngtn,Gd,Ex,Gd,Fin,Attchd,WD,174000.0
1127,3,3,2004,2004,7,2,1530,1530.0,630.0,3.0,1530,7,Gilbert,Gd,Ex,Gd,Fin,Attchd,WD,259000.0
1128,3,2,2005,2004,8,2,847,847.0,434.0,2.0,1959,7,Gilbert,Gd,Ex,Gd,Fin,BuiltIn,WD,215000.0
1129,27,27,1980,1980,4,1,936,936.0,672.0,2.0,936,5,OldTown,Gd,TA,TA,Unf,Detchd,WD,140000.0
1130,81,59,1950,1928,7,2,1328,1122.0,576.0,2.0,1981,4,SWISU,TA,TA,Gd,Unf,Detchd,WD,135000.0
1131,16,15,1992,1991,5,1,974,974.0,0.0,0.0,974,5,Mitchel,Gd,TA,TA,Unf,Unbuilt,Oth,93500.0
1132,127,57,1950,1880,8,2,1178,1008.0,205.0,1.0,2210,6,OldTown,TA,TA,Fa,Unf,Detchd,WD,117500.0
1133,14,14,1995,1995,8,2,1142,1128.0,466.0,2.0,2020,8,SawyerW,Gd,Ex,Gd,RFn,Attchd,WD,239500.0
1134,10,10,1997,1997,7,2,916,916.0,460.0,2.0,1600,6,Gilbert,Gd,Gd,TA,Fin,Attchd,WD,169000.0
1135,81,57,1950,1926,5,1,986,960.0,180.0,1.0,986,6,BrkSide,TA,TA,TA,Unf,Detchd,WD,102000.0
1136,58,58,1950,1950,6,1,1032,1032.0,288.0,1.0,1252,6,NAmes,TA,TA,TA,Unf,Attchd,WD,119000.0
1137,135,14,1996,1875,6,1,780,780.0,0.0,0.0,1020,5,Sawyer,TA,Gd,TA,Unf,Unbuilt,WD,94000.0
1138,32,32,1977,1977,5,2,1567,1567.0,714.0,2.0,1567,6,Mitchel,TA,TA,Gd,RFn,Attchd,WD,196000.0
1139,87,57,1950,1920,6,1,1167,915.0,495.0,2.0,1167,5,BrkSide,TA,TA,TA,Unf,Detchd,WD,144000.0
1140,57,57,1951,1951,4,1,952,952.0,840.0,2.0,952,5,NAmes,TA,TA,TA,Unf,Detchd,COD,139000.0
1141,33,33,1976,1976,9,2,1088,780.0,484.0,2.0,1868,5,NWAmes,TA,Ex,Gd,Unf,Attchd,WD,197500.0
1142,1,0,2007,2006,11,3,1466,1466.0,1052.0,3.0,2828,8,CollgCr,Ex,Ex,Gd,RFn,BuiltIn,New,424870.0
1143,49,49,1959,1959,5,1,1006,1006.0,0.0,0.0,1006,5,Sawyer,TA,TA,TA,Unf,Unbuilt,WD,80000.0
1144,69,60,1950,1941,5,1,672,672.0,280.0,1.0,924,4,Edwards,Gd,Fa,Fa,Unf,Detchd,WD,80000.0
1145,78,56,1950,1928,8,1,1042,1042.0,225.0,1.0,1576,5,BrkSide,TA,Ex,TA,Unf,Detchd,WD,149000.0
1146,21,21,1985,1985,5,2,1298,1298.0,403.0,2.0,1298,6,SawyerW,Gd,TA,Gd,Unf,Attchd,WD,180000.0
1147,68,59,1950,1941,7,1,860,704.0,234.0,1.0,1564,7,Crawfor,TA,Ex,Fa,Unf,Attchd,WD,174500.0
1148,82,58,1950,1926,5,1,572,572.0,288.0,1.0,1111,7,OldTown,TA,TA,TA,Unf,Detchd,WD,116900.0
1149,89,21,1988,1920,7,1,832,650.0,324.0,2.0,1482,7,OldTown,TA,Ex,TA,Unf,Detchd,WD,143000.0
1150,57,57,1950,1950,4,1,932,932.0,306.0,1.0,932,6,NAmes,TA,Ex,Gd,Unf,Attchd,WD,124000.0
1151,47,47,1959,1959,6,1,1466,1466.0,528.0,2.0,1466,5,Edwards,TA,TA,Fa,Fin,Attchd,WD,149900.0
1152,50,2,2004,1956,6,1,1811,1073.0,470.0,2.0,1811,6,Crawfor,TA,Ex,Ex,Fin,Attchd,WD,230000.0
1153,78,1,2007,1930,5,1,816,816.0,432.0,1.0,816,6,IDOTRR,TA,Ex,TA,Unf,Detchd,WD,120500.0
1154,43,20,1988,1965,8,1,902,864.0,492.0,2.0,1820,7,NAmes,TA,TA,Gd,Unf,Attchd,WD,201800.0
1155,31,3,2004,1976,6,2,1437,1437.0,528.0,2.0,1437,5,Veenker,Gd,TA,Gd,RFn,Attchd,WD,218000.0
1156,43,9,1999,1965,6,2,1265,1219.0,502.0,2.0,1265,5,NAmes,TA,Gd,Gd,RFn,Attchd,WD,179900.0
1157,2,1,2008,2007,6,2,1314,1314.0,626.0,2.0,1314,7,NridgHt,Gd,Ex,Gd,RFn,Attchd,WD,230000.0
1158,1,0,2008,2007,7,2,1580,1580.0,830.0,3.0,1580,8,Somerst,Gd,Ex,Gd,RFn,Attchd,ConLD,235128.0
1159,34,34,1974,1974,8,2,943,901.0,540.0,2.0,1876,6,NWAmes,TA,TA,Gd,RFn,Attchd,WD,185000.0
1160,32,32,1978,1978,7,2,855,855.0,440.0,2.0,1456,6,NPkVill,Gd,Fa,TA,Unf,Attchd,WD,146000.0
1161,54,2,2006,1954,7,1,1640,1296.0,924.0,2.0,1640,6,Crawfor,TA,Ex,Gd,Unf,Detchd,WD,224000.0
1162,39,39,1968,1968,5,1,894,894.0,450.0,2.0,894,5,Sawyer,Gd,Gd,TA,Fin,Attchd,WD,129000.0
1163,39,39,1969,1969,6,0,1258,1198.0,400.0,2.0,1258,4,Sawyer,Gd,TA,TA,Unf,CarPort,WD,108959.0
1164,29,29,1978,1978,5,1,1432,1360.0,588.0,2.0,1432,5,Veenker,Gd,Ex,Gd,Unf,Attchd,WD,194000.0
1165,0,0,2009,2009,7,2,1502,1502.0,644.0,2.0,1502,7,NridgHt,Gd,Ex,Gd,RFn,Attchd,New,233170.0
1166,2,2,2008,2008,7,2,1694,1694.0,776.0,3.0,1694,8,CollgCr,Gd,Ex,Gd,RFn,Attchd,WD,245350.0
1167,6,6,2000,2000,7,2,959,959.0,472.0,2.0,1671,6,Gilbert,Gd,Ex,TA,Fin,Attchd,WD,173000.0
1168,73,22,1986,1935,7,2,1236,1127.0,540.0,2.0,2108,6,Edwards,TA,Ex,Gd,Unf,Basment,WD,235000.0
1169,11,10,1996,1995,10,3,1831,1930.0,807.0,3.0,3627,10,NoRidge,Ex,Ex,Gd,Fin,Attchd,WD,625000.0
1170,31,31,1977,1977,6,1,1118,1096.0,358.0,1.0,1118,6,Mitchel,TA,TA,TA,Fin,Attchd,WD,171000.0
1171,50,50,1958,1958,6,1,1261,1261.0,433.0,2.0,1261,6,NAmes,TA,Ex,TA,RFn,Attchd,WD,163000.0
1172,2,1,2007,2006,5,2,625,625.0,625.0,2.0,1250,7,Somerst,Gd,Ex,Gd,Fin,Detchd,WD,171900.0
1173,61,13,1994,1946,12,3,1636,1598.0,0.0,0.0,2607,5,ClearCr,TA,TA,Ex,Unf,Unbuilt,WD,200500.0
1174,74,56,1950,1932,9,2,1170,952.0,360.0,2.0,2345,6,Crawfor,Gd,TA,TA,Unf,Detchd,WD,239000.0
1175,15,7,2000,1992,9,2,2129,1683.0,541.0,2.0,2872,8,NoRidge,Gd,Ex,Gd,Fin,Attchd,WD,285000.0
1176,24,23,1985,1984,5,1,923,876.0,264.0,1.0,923,5,Mitchel,TA,TA,TA,Unf,Attchd,WD,119500.0
1177,83,5,2004,1926,5,1,818,818.0,210.0,1.0,1224,6,OldTown,TA,TA,TA,Unf,Detchd,WD,115000.0
1178,88,59,1950,1921,7,1,820,731.0,186.0,1.0,1343,5,Crawfor,TA,Ex,TA,Unf,Detchd,WD,154900.0
1179,52,52,1954,1954,5,1,1124,0.0,0.0,0.0,1124,5,Edwards,None,Gd,TA,Unf,Unbuilt,WD,93000.0
1180,16,15,1991,1990,8,2,1298,1216.0,693.0,2.0,2514,7,Timber,Gd,Ex,TA,Fin,Attchd,WD,250000.0
1181,0,0,2008,2008,5,2,1652,1600.0,482.0,2.0,1652,8,Crawfor,Ex,Ex,Gd,Fin,Attchd,New,392500.0
1182,11,11,1996,1996,10,3,2411,2396.0,813.0,3.0,4476,10,NoRidge,Ex,Ex,Ex,Fin,Attchd,WD,745000.0
1183,86,56,1950,1920,5,1,1130,1120.0,720.0,2.0,1130,5,OldTown,TA,Ex,TA,Unf,Detchd,WD,120000.0
1184,44,44,1963,1963,5,1,1572,1572.0,995.0,3.0,1572,5,Timber,TA,Gd,TA,RFn,2Types,WD,186700.0
1185,82,56,1950,1924,7,1,949,784.0,392.0,1.0,1221,5,Edwards,TA,Gd,TA,Unf,Attchd,WD,104900.0
1186,109,39,1970,1900,7,2,1014,978.0,420.0,2.0,1699,3,OldTown,Fa,TA,TA,Unf,CarPort,WD,95000.0
1187,12,11,1995,1994,5,2,1624,1624.0,757.0,3.0,1624,8,NoRidge,Gd,Ex,Gd,RFn,Attchd,WD,262000.0
1188,7,7,2002,2002,7,2,831,831.0,493.0,2.0,1660,7,CollgCr,Gd,Ex,Gd,RFn,Attchd,WD,195000.0
1189,11,11,1999,1999,7,2,1028,994.0,442.0,2.0,1804,7,Gilbert,TA,Gd,Gd,Fin,Attchd,WD,189000.0
1190,46,32,1975,1961,7,1,1622,1249.0,1356.0,4.0,1622,4,Mitchel,TA,Ex,TA,Fin,2Types,WD,168000.0
