,,Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice,House_age,Remodeled,TotalSF,TotalPorch,number_of_exteriors
train,398,399,30,RM,69.227817,8967,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,IDOTRR,Norm,Norm,1Fam,1Story,5,2,1920,1950,Gable,CompShg,MetalSd,None,None,0.0,TA,Fa,BrkTil,Fa,Po,No,Unf,0.0,Unf,0.0,961.0,961.0,GasA,Gd,Y,Mix,1077,0,0,0.0,0.0,1,0,2,1,TA,6,Maj2,0,None,Detchd,1961.0,Unf,1.0,338.0,Po,Po,N,0,0,0,0,0,0,None,None,None,0,11,2007,WD,Abnorml,67000.0,87,57,1077,0,1
train,399,400,60,FV,69.227817,8125,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,7,5,2006,2007,Gable,CompShg,CemntBd,CmentBd,Stone,100.0,Gd,TA,PConc,Gd,TA,No,GLQ,812.0,Unf,0.0,280.0,1092.0,GasA,Ex,Y,SBrkr,1112,438,0,1.0,0.0,2,0,2,1,Gd,7,Typ,0,None,Attchd,2007.0,Fin,2.0,438.0,TA,TA,Y,0,168,0,0,0,0,None,None,None,0,10,2009,WD,Normal,241000.0,3,2,1550,168,2
train,400,401,120,RL,69.227817,14963,Pave,None,IR2,Lvl,AllPub,Inside,Gtl,Veenker,Norm,Norm,TwnhsE,1Story,8,5,1996,1996,Gable,CompShg,BrkFace,None,None,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,786.0,Unf,0.0,474.0,1260.0,GasA,Ex,Y,SBrkr,1288,0,0,1.0,0.0,1,1,1,1,Ex,4,Typ,2,Gd,Attchd,1996.0,Fin,2.0,500.0,TA,TA,Y,120,30,0,0,224,0,None,None,None,0,12,2008,WD,Normal,245500.0,12,12,1288,254,1
train,401,402,20,RL,69.227817,8767,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2005,2005,Gable,CompShg,VinylSd,None,None,0.0,Gd,TA,PConc,Gd,TA,Av,GLQ,24.0,Unf,0.0,1286.0,1310.0,GasA,Ex,Y,SBrkr,1310,0,0,0.0,0.0,2,0,3,1,Gd,6,Typ,1,Gd,Attchd,2005.0,Fin,2.0,400.0,TA,TA,Y,0,0,0,0,0,0,None,None,None,0,7,2006,New,Partial,164990.0,1,1,1310,0,1
train,402,403,30,RL,69.227817,10200,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,8,1940,1997,Gable,CompShg,Wd Sdng,None,None,0.0,TA,TA,PConc,TA,TA,No,Unf,0.0,Unf,0.0,672.0,672.0,GasA,Ex,Y,SBrkr,672,0,0,0.0,0.0,1,0,2,1,TA,4,Typ,0,None,Detchd,1961.0,Unf,1.0,240.0,TA,TA,N,168,0,0,0,0,0,None,GdPrv,None,0,8,2008,WD,Normal,108000.0,68,11,672,0,1
train,403,404,60,RL,69.227817,12090,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,NoRidge,Norm,Norm,1Fam,2Story,8,5,1998,1998,Hip,CompShg,VinylSd,None,BrkFace,650.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,1141.0,1141.0,GasA,Gd,Y,SBrkr,1165,1098,0,0.0,0.0,2,1,4,1,Gd,10,Typ,1,TA,BuiltIn,1998.0,Fin,2.0,420.0,TA,TA,Y,144,123,0,0,0,0,None,None,None,0,7,2006,WD,Abnorml,258000.0,8,8,2263,123,1
train,404,405,60,RL,69.227817,10364,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,5,1995,1996,Gable,CompShg,MetalSd,None,None,0.0,TA,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,806.0,806.0,GasA,Gd,Y,SBrkr,806,766,0,0.0,0.0,2,1,3,1,TA,7,Typ,1,TA,BuiltIn,1995.0,Fin,2.0,373.0,TA,TA,Y,0,40,0,0,0,0,None,None,None,0,5,2007,WD,Normal,168000.0,12,11,1572,40,1
train,405,406,20,RL,69.227817,9991,Pave,None,IR1,Lvl,AllPub,Corner,Gtl,Sawyer,Feedr,Norm,1Fam,1Story,4,4,1976,1993,Gable,CompShg,Plywood,None,None,0.0,TA,TA,CBlock,TA,TA,No,BLQ,1116.0,Unf,0.0,165.0,1281.0,GasA,Ex,Y,SBrkr,1620,0,0,1.0,0.0,2,0,3,1,TA,8,Min1,1,TA,Attchd,1993.0,Unf,2.0,490.0,TA,TA,Y,120,78,0,0,0,0,None,GdWo,None,0,6,2009,WD,Normal,150000.0,33,16,1620,78,1
train,406,407,50,RL,69.227817,10480,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,SWISU,Norm,Norm,1Fam,1.5Fin,6,5,1936,1950,Gable,CompShg,MetalSd,None,None,0.0,TA,TA,BrkTil,TA,TA,No,Unf,0.0,Unf,0.0,1064.0,1064.0,GasA,Ex,Y,FuseA,1166,0,473,0.0,0.0,1,0,3,1,TA,6,Maj2,0,None,Detchd,1961.0,Unf,1.0,240.0,TA,TA,Y,0,0,0,0,0,0,None,None,None,0,3,2008,WD,Normal,115000.0,72,58,1166,0,1
train,407,408,70,RL,69.227817,15576,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,2Story,6,7,1915,1976,Gable,CompShg,Wd Sdng,Plywood,None,0.0,TA,TA,BrkTil,Gd,TA,No,Unf,0.0,Unf,0.0,840.0,840.0,GasA,Ex,Y,SBrkr,840,840,0,0.0,0.0,2,0,4,1,TA,8,Typ,0,None,Attchd,1960.0,Unf,1.0,308.0,TA,TA,Y,0,0,160,0,0,0,None,None,None,0,3,2008,WD,Normal,177000.0,93,32,1680,160,2
train,408,409,60,RL,69.227817,14154,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,NridgHt,Norm,Norm,1Fam,2Story,7,5,2006,2006,Gable,CompShg,VinylSd,None,BrkFace,350.0,Gd,TA,PConc,Ex,Gd,No,Unf,0.0,Unf,0.0,1063.0,1063.0,GasA,Ex,Y,SBrkr,1071,1101,0,0.0,0.0,2,1,3,1,Gd,9,Typ,1,Gd,Attchd,2006.0,RFn,3.0,947.0,TA,TA,Y,192,62,0,0,0,0,None,None,None,0,8,2007,New,Partial,280000.0,1,1,2172,62,1
train,409,410,60,FV,69.227817,10800,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,8,5,2007,2008,Gable,CompShg,VinylSd,None,Stone,100.0,Gd,TA,PConc,Ex,TA,No,GLQ,789.0,Unf,0.0,245.0,1034.0,GasA,Ex,Y,SBrkr,1050,1028,0,1.0,0.0,2,1,3,1,Ex,8,Typ,1,Gd,Attchd,2008.0,Fin,3.0,836.0,TA,TA,Y,0,102,0,0,0,0,None,None,None,0,4,2008,New,Partial,339750.0,1,0,2078,102,1
train,410,411,20,RL,69.227817,9571,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,5,3,1958,1958,Gable,CompShg,BrkComm,Brk Cmn,None,0.0,TA,Fa,CBlock,TA,Fa,No,Unf,0.0,Unf,0.0,1276.0,1276.0,GasA,TA,Y,FuseA,1276,0,0,0.0,0.0,1,0,3,1,TA,5,Mod,0,None,Attchd,1958.0,Unf,1.0,350.0,TA,TA,Y,0,0,0,0,0,0,None,None,None,0,6,2009,COD,Abnorml,60000.0,51,51,1276,0,2
train,411,412,190,RL,69.227817,34650,Pave,None,Reg,Bnk,AllPub,Inside,Gtl,Gilbert,Norm,Norm,2fmCon,1Story,5,5,1955,1955,Hip,CompShg,Wd Sdng,None,None,0.0,TA,TA,CBlock,TA,TA,Mn,Rec,1056.0,Unf,0.0,0.0,1056.0,GasA,TA,N,SBrkr,1056,0,0,1.0,0.0,1,0,3,1,TA,5,Typ,0,None,Attchd,1955.0,Fin,2.0,572.0,TA,TA,Y,264,0,0,0,0,0,None,None,None,0,1,2006,WD,Normal,145000.0,51,51,1056,0,1
train,412,413,20,FV,69.227817,4403,Pave,None,IR2,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,7,5,2009,2009,Gable,CompShg,MetalSd,None,Stone,432.0,Ex,TA,PConc,Ex,TA,Av,GLQ,578.0,Unf,0.0,892.0,1470.0,GasA,Ex,Y,SBrkr,1478,0,0,1.0,0.0,2,1,2,1,Gd,7,Typ,1,Gd,Attchd,2009.0,Fin,2.0,484.0,TA,TA,Y,0,144,0,0,0,0,None,None,None,0,6,2010,New,Partial,222000.0,1,1,1478,144,1
train,413,414,30,RM,69.227817,8960,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Artery,Norm,1Fam,1Story,5,6,1927,1950,Gable,CompShg,WdShing,Wd Shng,None,0.0,TA,TA,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,1008.0,1008.0,GasA,Gd,Y,FuseA,1028,0,0,0.0,0.0,1,0,2,1,TA,5,Typ,1,Gd,Detchd,1961.0,Unf,2.0,360.0,TA,TA,Y,0,0,130,0,0,0,None,None,None,0,3,2010,WD,Normal,115000.0,83,60,1028,130,2
train,414,415,60,RL,69.227817,11228,Pave,None,IR2,Lvl,AllPub,CulDSac,Gtl,SawyerW,Norm,Norm,1Fam,2Story,7,5,1993,1993,Gable,CompShg,VinylSd,None,None,0.0,Gd,TA,PConc,Gd,TA,No,BLQ,50.0,GLQ,531.0,499.0,1080.0,GasA,Ex,Y,SBrkr,1080,1017,0,0.0,1.0,2,1,3,1,Gd,9,Typ,1,TA,Attchd,1993.0,Unf,3.0,678.0,TA,TA,Y,196,187,0,0,0,0,None,None,None,0,12,2008,WD,Normal,228000.0,15,15,2097,187,1
train,415,416,20,RL,69.227817,8899,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,1Story,7,5,2007,2007,Gable,CompShg,VinylSd,None,None,0.0,Gd,TA,PConc,Gd,TA,Av,GLQ,24.0,Unf,0.0,1316.0,1340.0,GasA,Ex,Y,SBrkr,1340,0,0,0.0,0.0,2,0,3,1,Gd,6,Typ,0,None,Attchd,2007.0,Fin,2.0,396.0,TA,TA,Y,100,30,0,0,0,0,None,None,None,0,8,2007,New,Partial,181134.0,0,0,1340,30,1
train,416,417,60,RL,69.227817,7844,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,2Story,6,7,1978,1978,Hip,CompShg,HdBoard,None,BrkFace,203.0,TA,TA,CBlock,TA,TA,No,ALQ,209.0,Unf,0.0,463.0,672.0,GasA,TA,Y,SBrkr,672,728,0,0.0,0.0,1,1,3,1,TA,6,Typ,1,TA,Attchd,1978.0,Fin,2.0,440.0,TA,TA,Y,0,0,0,0,0,0,None,None,None,0,3,2006,WD,Normal,149500.0,28,28,1400,0,1
train,417,418,70,RL,69.227817,22420,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,Crawfor,Feedr,Norm,1Fam,2Story,6,6,1918,1950,Hip,CompShg,Wd Sdng,Stucco,None,0.0,TA,TA,BrkTil,Gd,TA,No,BLQ,1128.0,Unf,0.0,242.0,1370.0,GasW,TA,N,FuseA,1370,1254,0,1.0,0.0,2,1,4,1,TA,10,Typ,1,Gd,Detchd,1961.0,Unf,3.0,864.0,TA,TA,N,0,0,0,0,0,0,None,None,None,0,11,2007,WD,Normal,239000.0,89,57,2624,0,2
train,418,419,50,RL,69.227817,8160,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1.5Fin,5,6,1940,1950,Gable,CompShg,MetalSd,None,None,0.0,TA,TA,BrkTil,TA,TA,No,ALQ,312.0,Unf,0.0,444.0,756.0,GasA,Fa,N,FuseF,756,378,0,1.0,0.0,1,1,3,1,TA,7,Typ,0,None,Detchd,1961.0,Unf,1.0,240.0,TA,TA,P,0,0,0,0,0,0,None,None,None,0,4,2007,WD,AdjLand,126000.0,67,57,1134,0,1
train,419,420,20,RL,69.227817,8450,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,6,1968,1968,Gable,CompShg,VinylSd,None,None,0.0,TA,TA,CBlock,TA,TA,No,BLQ,775.0,Unf,0.0,281.0,1056.0,GasA,Ex,Y,SBrkr,1056,0,0,1.0,0.0,1,0,3,1,TA,6,Typ,1,Fa,Attchd,1968.0,Unf,1.0,304.0,TA,TA,Y,0,85,184,0,0,0,None,None,None,0,7,2010,WD,Normal,142000.0,42,42,1056,269,1
train,420,421,90,RM,69.227817,7060,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm,Duplex,SFoyer,7,5,1997,1998,Gable,CompShg,VinylSd,None,BrkFace,200.0,TA,Gd,PConc,Gd,Gd,Gd,GLQ,1309.0,Unf,0.0,35.0,1344.0,GasA,Ex,Y,SBrkr,1344,0,0,2.0,0.0,2,0,2,2,TA,8,Typ,0,None,Attchd,1997.0,Fin,4.0,784.0,TA,TA,Y,0,0,0,0,0,0,None,None,None,0,11,2008,WD,Alloca,206300.0,11,10,1344,0,1
train,421,422,20,RL,69.227817,16635,Pave,None,IR1,Lvl,AllPub,FR2,Gtl,NWAmes,Norm,Norm,1Fam,1Story,6,7,1977,2000,Gable,CompShg,CemntBd,CmentBd,Stone,126.0,Gd,TA,CBlock,Gd,TA,No,ALQ,1246.0,Unf,0.0,356.0,1602.0,GasA,Gd,Y,SBrkr,1602,0,0,0.0,1.0,2,0,3,1,Gd,8,Typ,1,TA,Attchd,1977.0,Fin,2.0,529.0,TA,TA,Y,240,0,0,0,0,0,None,None,None,0,6,2009,WD,Normal,215000.0,32,9,1602,0,2
train,422,423,20,RL,69.227817,21750,Pave,None,Reg,HLS,AllPub,Inside,Mod,Mitchel,Artery,Norm,1Fam,1Story,5,5,1954,1954,Hip,CompShg,HdBoard,None,None,0.0,TA,TA,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,988.0,988.0,GasA,Ex,Y,FuseA,988,0,0,0.0,0.0,1,0,2,1,TA,4,Typ,0,None,Attchd,1954.0,RFn,2.0,520.0,TA,TA,N,0,0,0,0,0,0,None,None,None,0,2,2008,WD,Normal,113000.0,54,54,988,0,1
train,423,424,60,RL,69.227817,9200,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,Norm,1Fam,2Story,8,5,1998,1998,Gable,CompShg,VinylSd,None,BrkFace,473.0,Gd,TA,PConc,Gd,TA,No,GLQ,986.0,Unf,0.0,484.0,1470.0,GasA,Gd,Y,SBrkr,1470,1160,0,1.0,0.0,2,1,4,1,Gd,8,Typ,1,TA,Attchd,1998.0,Fin,3.0,696.0,TA,TA,Y,0,66,0,0,0,0,None,None,None,0,6,2008,WD,Normal,315000.0,10,10,2630,66,1
train,424,425,20,RL,69.227817,9000,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,5,1956,1956,Gable,CompShg,Wd Sdng,None,BrkFace,74.0,TA,TA,CBlock,Gd,TA,No,LwQ,616.0,Unf,0.0,580.0,1196.0,GasA,Gd,Y,FuseA,1196,0,0,1.0,0.0,1,0,2,1,TA,6,Typ,1,Gd,Attchd,1956.0,RFn,1.0,297.0,TA,TA,Y,0,44,0,0,0,0,None,None,None,0,5,2008,WD,Normal,139000.0,52,52,1196,44,1
train,425,426,60,RM,69.227817,3378,Pave,Grvl,Reg,HLS,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,2Story,7,8,1946,1992,Gable,CompShg,HdBoard,None,None,0.0,TA,Gd,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,651.0,651.0,GasA,Gd,Y,SBrkr,707,682,0,0.0,0.0,1,1,3,1,TA,6,Typ,2,Gd,Detchd,1961.0,Unf,1.0,240.0,TA,TA,P,0,0,126,0,0,0,None,None,None,0,9,2009,WD,Normal,135000.0,63,17,1389,126,1
train,426,427,80,RL,69.227817,12800,Pave,None,Reg,Low,AllPub,Inside,Mod,SawyerW,Norm,Norm,1Fam,SLvl,7,5,1989,1989,Gable,CompShg,Wd Sdng,None,BrkFace,145.0,Gd,TA,PConc,Gd,TA,Gd,GLQ,1518.0,Unf,0.0,0.0,1518.0,GasA,Gd,Y,SBrkr,1644,0,0,1.0,1.0,2,0,2,1,Gd,5,Typ,1,TA,Attchd,1989.0,Fin,2.0,569.0,TA,TA,Y,80,0,0,0,396,0,None,None,None,0,8,2009,WD,Normal,275000.0,20,20,1644,396,1
train,427,428,20,RL,69.227817,8593,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,4,6,1957,1957,Hip,CompShg,MetalSd,None,None,0.0,TA,TA,CBlock,TA,TA,No,Rec,288.0,Unf,0.0,619.0,907.0,GasA,Ex,Y,SBrkr,907,0,0,0.0,0.0,1,0,3,1,TA,5,Typ,0,None,Detchd,1961.0,Unf,1.0,352.0,TA,TA,Y,0,0,0,0,0,0,None,None,None,0,7,2008,WD,Normal,109008.0,51,51,907,0,1
train,428,429,20,RL,69.227817,6762,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2007,2007,Gable,CompShg,VinylSd,None,BrkFace,108.0,Gd,TA,PConc,Gd,TA,No,GLQ,664.0,Unf,0.0,544.0,1208.0,GasA,Ex,Y,SBrkr,1208,0,0,1.0,0.0,2,0,2,1,Gd,6,Typ,0,None,Attchd,2007.0,RFn,2.0,628.0,TA,TA,Y,105,54,0,0,0,0,None,None,None,0,9,2007,New,Partial,195400.0,0,0,1208,54,1
train,429,430,20,RL,69.227817,11457,Pave,None,IR1,Lvl,AllPub,Corner,Gtl,Timber,Norm,Norm,1Fam,1Story,6,5,1988,1988,Gable,CompShg,HdBoard,None,None,0.0,TA,TA,CBlock,Gd,TA,Mn,GLQ,1005.0,Unf,0.0,387.0,1392.0,GasA,TA,Y,SBrkr,1412,0,0,1.0,0.0,2,0,3,1,Gd,6,Typ,1,TA,Attchd,1988.0,Unf,2.0,576.0,TA,TA,Y,0,0,169,0,0,0,None,None,None,0,3,2009,WD,Normal,175000.0,21,21,1412,169,1
train,430,431,160,RM,69.227817,1680,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,BrDale,Norm,Norm,Twnhs,2Story,6,5,1971,1971,Gable,CompShg,HdBoard,None,BrkFace,232.0,TA,TA,CBlock,TA,TA,No,ALQ,387.0,Unf,0.0,96.0,483.0,GasA,TA,Y,SBrkr,483,504,0,0.0,0.0,1,1,2,1,TA,4,Typ,0,None,Detchd,1961.0,Unf,1.0,264.0,TA,TA,Y,0,0,0,0,0,0,None,None,None,0,7,2008,COD,Abnorml,85400.0,37,37,987,0,1
train,431,432,50,RM,69.227817,5586,Pave,None,IR1,Bnk,AllPub,Inside,Gtl,OldTown,Feedr,Norm,1Fam,1.5Fin,6,7,1920,1998,Gable,CompShg,MetalSd,None,None,0.0,TA,TA,BrkTil,TA,TA,No,Unf,0.0,Unf,0.0,901.0,901.0,GasA,Gd,Y,SBrkr,1088,110,0,0.0,0.0,1,0,4,1,TA,7,Typ,0,None,Unbuilt,0.0,Unf,0.0,0.0,None,None,N,0,98,0,0,0,0,None,MnPrv,None,0,9,2008,ConLD,Abnorml,79900.0,88,10,1198,98,1
train,432,433,160,RM,69.227817,1920,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,BrDale,Norm,Norm,TwnhsE,2Story,5,5,1971,1971,Gable,CompShg,HdBoard,None,BrkFace,376.0,TA,TA,CBlock,TA,TA,No,ALQ,471.0,Unf,0.0,294.0,765.0,GasA,Ex,Y,SBrkr,765,600,0,1.0,0.0,1,1,2,1,TA,6,Min1,0,None,Detchd,1961.0,Unf,2.0,440.0,TA,TA,Y,240,36,0,0,0,0,None,None,None,0,8,2007,WD,Normal,122500.0,36,36,1365,36,1
train,433,434,60,RL,69.227817,10839,Pave,None,IR1,Lvl,AllPub,Corner,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,5,1997,1998,Gable,CompShg,VinylSd,None,None,0.0,TA,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,926.0,926.0,GasA,Ex,Y,SBrkr,926,678,0,0.0,0.0,2,1,3,1,TA,7,Typ,1,TA,Attchd,1997.0,Fin,2.0,470.0,TA,TA,Y,0,36,0,0,0,0,None,None,None,0,7,2008,WD,Normal,181000.0,11,10,1604,36,1
train,434,435,180,RM,69.227817,1890,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,MeadowV,Norm,Norm,Twnhs,SFoyer,4,7,1972,1972,Gable,CompShg,CemntBd,CmentBd,None,0.0,TA,Gd,CBlock,Gd,TA,Av,ALQ,495.0,Unf,0.0,135.0,630.0,GasA,Gd,Y,SBrkr,630,0,0,1.0,0.0,1,0,1,1,TA,3,Typ,0,None,Unbuilt,0.0,Unf,0.0,0.0,None,None,Y,88,0,0,0,0,0,None,None,None,0,6,2008,WD,Normal,81000.0,36,36,630,0,2
train,435,436,60,RL,69.227817,10667,Pave,None,IR2,Lvl,AllPub,CulDSac,Gtl,CollgCr,PosN,Norm,1Fam,2Story,7,6,1996,1996,Gable,CompShg,VinylSd,None,None,0.0,Gd,TA,PConc,Gd,TA,Av,GLQ,385.0,ALQ,344.0,70.0,799.0,GasA,Ex,Y,SBrkr,827,834,0,1.0,0.0,2,1,3,1,Gd,6,Typ,1,TA,Attchd,1996.0,RFn,2.0,550.0,TA,TA,Y,158,61,0,0,0,0,None,None,None,0,4,2009,ConLw,Normal,212000.0,13,13,1661,61,1
train,436,437,50,RM,69.227817,4400,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,6,8,1920,1950,Gable,CompShg,Stucco,None,None,0.0,TA,TA,BrkTil,Fa,TA,No,Unf,0.0,Unf,0.0,648.0,648.0,GasA,TA,Y,FuseA,734,384,0,0.0,0.0,1,0,2,1,TA,6,Typ,0,None,Detchd,1961.0,Unf,2.0,440.0,TA,TA,Y,0,0,0,0,0,0,None,None,None,0,10,2006,WD,Normal,116000.0,86,56,1118,0,1
train,437,438,45,RM,69.227817,6000,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Unf,6,7,1926,2004,Gable,CompShg,Wd Sdng,None,None,0.0,Gd,TA,PConc,TA,TA,No,Unf,0.0,Unf,0.0,884.0,884.0,GasA,Gd,Y,SBrkr,904,0,0,0.0,0.0,1,0,2,1,TA,4,Typ,0,None,Detchd,1961.0,Unf,1.0,180.0,TA,TA,Y,0,0,105,0,0,0,None,None,None,0,1,2009,WD,Normal,119000.0,83,5,904,105,1
train,438,439,30,RL,69.227817,4280,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,1Story,5,6,1913,2002,Gable,CompShg,WdShing,Stucco,None,0.0,TA,TA,PConc,TA,TA,No,LwQ,365.0,Unf,0.0,75.0,440.0,GasA,TA,N,SBrkr,694,0,0,0.0,0.0,1,0,2,1,Gd,4,Typ,1,Gd,Detchd,1961.0,Unf,1.0,352.0,Gd,TA,P,0,0,34,0,0,0,None,MnPrv,None,0,3,2007,WD,Normal,90350.0,94,5,694,34,2
train,439,440,50,RL,69.227817,12354,Pave,Grvl,Reg,Lvl,AllPub,Corner,Gtl,Edwards,Norm,Norm,1Fam,1.5Fin,6,8,1920,2000,Gable,CompShg,Wd Sdng,None,None,0.0,TA,TA,BrkTil,TA,Fa,Mn,Unf,0.0,Unf,0.0,684.0,684.0,GasA,Gd,Y,SBrkr,684,512,0,0.0,0.0,1,0,3,1,Gd,7,Typ,0,None,Detchd,1961.0,Unf,2.0,528.0,TA,TA,Y,0,46,0,0,0,0,None,GdPrv,Shed,800,8,2009,ConLI,Normal,110000.0,89,9,1196,46,1
train,440,441,20,RL,69.227817,15431,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,10,5,2008,2008,Hip,CompShg,VinylSd,None,Stone,200.0,Ex,TA,PConc,Ex,TA,Gd,GLQ,1767.0,ALQ,539.0,788.0,3094.0,GasA,Ex,Y,SBrkr,2402,0,0,1.0,0.0,2,0,2,1,Ex,10,Typ,2,Gd,Attchd,2008.0,Fin,3.0,672.0,TA,TA,Y,0,72,0,0,170,0,None,None,None,0,4,2009,WD,Normal,555000.0,1,1,2402,242,1
train,441,442,90,RL,69.227817,12108,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,Duplex,1Story,4,4,1955,1955,Gable,CompShg,VinylSd,None,BrkFace,270.0,TA,TA,CBlock,TA,TA,No,ALQ,133.0,Unf,0.0,1307.0,1440.0,GasA,TA,N,FuseF,1440,0,0,0.0,0.0,2,0,4,2,Fa,8,Typ,0,None,Unbuilt,0.0,Unf,0.0,0.0,None,None,Y,0,0,0,0,0,0,None,None,None,0,9,2008,WD,Normal,118000.0,53,53,1440,0,1
train,442,443,50,RM,69.227817,6240,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,5,7,1930,1992,Gable,CompShg,MetalSd,None,None,0.0,TA,TA,PConc,TA,TA,No,Unf,0.0,Unf,0.0,1078.0,1078.0,GasA,TA,Y,SBrkr,1128,445,0,0.0,0.0,2,0,3,1,TA,8,Typ,1,Gd,Detchd,1961.0,Unf,2.0,360.0,TA,TA,P,0,0,0,0,0,0,None,None,None,0,6,2008,WD,Normal,162900.0,78,16,1573,0,1
train,443,444,120,RL,69.227817,3922,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Blmngtn,Norm,Norm,TwnhsE,1Story,7,5,2006,2007,Gable,CompShg,WdShing,Wd Shng,BrkFace,72.0,Gd,TA,PConc,Ex,TA,Av,Unf,0.0,Unf,0.0,1258.0,1258.0,GasA,Ex,Y,SBrkr,1258,0,0,0.0,0.0,2,0,2,1,Gd,6,Typ,1,Gd,Attchd,2007.0,Fin,3.0,648.0,TA,TA,Y,144,16,0,0,0,0,None,None,None,0,6,2007,New,Partial,172500.0,1,0,1258,16,2
